date,fund,company,ticker,cusip,shares,market value($),weight(%)
3/9/2021,ARKF,SQUARE INC - A,SQ,852234103,1752883.0,394556434.47,10.29
3/9/2021,ARKF,PAYPAL HOLDINGS INC,PYPL,70450Y103,870465.0,210443618.4,5.49
3/9/2021,ARKF,ZILLOW GROUP INC - C,Z,98954M200,1318095.0,182252995.65,4.75
3/9/2021,ARKF,INTERCONTINENTAL EXCHANGE IN,ICE,45866F104,1378458.0,157709379.78,4.11
3/9/2021,ARKF,SILVERGATE CAPITAL CORP-CL A,SI,82837P408,1258782.0,157309986.54,4.1
3/9/2021,ARKF,TENCENT HOLDINGS LTD-UNS ADR,TCEHY,88032Q109,1767461.0,151771876.07,3.96
3/9/2021,ARKF,SEA LTD-ADR,SE,81141R100,636479.0,145416357.13,3.79
3/9/2021,ARKF,SHOPIFY INC - CLASS A,SHOP,82509L107,122300.0,138289502.0,3.61
3/9/2021,ARKF,PINTEREST INC- CLASS A,PINS,72352L106,1984139.0,133889699.72,3.49
3/9/2021,ARKF,ADYEN NV,ADYEN,BZ1HM42,54420.0,125390809.66,3.27
3/9/2021,ARKF,ALIBABA GROUP HOLDING-SP ADR,BABA,01609W102,467977.0,111444042.78,2.91
3/9/2021,ARKF,MERCADOLIBRE INC,MELI,58733R102,74178.0,107707197.78,2.81
3/9/2021,ARKF,TWILIO INC - A,TWLO,90138F102,277656.0,100611428.16,2.62
3/9/2021,ARKF,SNAP INC - A,SNAP,83304A106,1773638.0,99855819.4,2.6
3/9/2021,ARKF,YEAHKA LTD,9923,BL58D39,10902800.0,95532613.46,2.49
3/9/2021,ARKF,OPENDOOR TECHNOLOGIES INC,OPEN,683712103,4078725.0,88263609.0,2.3
3/9/2021,ARKF,ZHONGAN ONLINE P&C INSURAN-H,6060,BYZQ099,14559445.0,86674530.19,2.26
3/9/2021,ARKF,FACEBOOK INC-CLASS A,FB,30303M102,318389.0,84608692.86,2.21
3/9/2021,ARKF,MEITUAN-CLASS B,3690,BGJW376,2165982.0,84288143.18,2.2
3/9/2021,ARKF,DOCUSIGN INC,DOCU,256163106,376152.0,80203129.44,2.09
3/9/2021,ARKF,APPLE INC,AAPL,037833100,634569.0,76836787.37,2.0
3/9/2021,ARKF,Z HOLDINGS CORP,4689,6084848,13558530.0,75415418.02,1.97
3/9/2021,ARKF,WORKDAY INC-CLASS A,WDAY,98138H101,307403.0,75596545.76,1.97
3/9/2021,ARKF,INTUIT INC,INTU,461202103,187824.0,72233353.92,1.88
3/9/2021,ARKF,AMAZON.COM INC,AMZN,023135106,23155.0,70920291.75,1.85
3/9/2021,ARKF,JD.COM INC-ADR,JD,47215P106,763727.0,68376478.31,1.78
3/9/2021,ARKF,TCS GROUP HOLDING-GDR REG S,TCS LI,87238U203,1265105.0,63381760.5,1.65
3/9/2021,ARKF,TELADOC HEALTH INC,TDOC,87918A105,266242.0,51395355.68,1.34
3/9/2021,ARKF,DISCOVERY LTD,DSY,6177878,5149628.0,47140035.64,1.23
3/9/2021,ARKF,HDFC BANK LTD-ADR,HDB,40415F101,513953.0,42791726.78,1.12
3/9/2021,ARKF,KE HOLDINGS INC,BEKE,482497104,797600.0,42871000.0,1.12
3/9/2021,ARKF,SCHWAB (CHARLES) CORP,SCHW,808513105,669539.0,42683111.25,1.11
3/9/2021,ARKF,GUIDEWIRE SOFTWARE INC,GWRE,40171V100,384545.0,38785208.7,1.01
3/9/2021,ARKF,BASE INC,4477,BKRQ8Q2,427900.0,37781400.92,0.99
3/9/2021,ARKF,DRAFTKINGS INC - CL A,DKNG,26142R104,604548.0,37602885.6,0.98
3/9/2021,ARKF,NVIDIA CORP,NVDA,67066G104,74450.0,37285304.5,0.97
3/9/2021,ARKF,LENDINGTREE INC,TREE UW,52603B107,154879.0,36404308.95,0.95
3/9/2021,ARKF,PINDUODUO INC-ADR,PDD,722304102,230310.0,35509195.8,0.93
3/9/2021,ARKF,PING AN HEALTHCARE AND TECHN,1833,BDRYVB3,2836600.0,34924764.84,0.91
3/9/2021,ARKF,TAIWAN SEMICONDUCTOR-SP ADR,TSM,874039100,273250.0,31800835.0,0.83
3/9/2021,ARKF,BILL.COM HOLDINGS INC,BILL,090043100,131195.0,19513944.3,0.51
3/9/2021,ARKF,LENDINGCLUB CORP,LC,52603A208,1688126.0,18822604.9,0.49
3/9/2021,ARKF,MARKETAXESS HOLDINGS INC,MKTX,57060D108,31188.0,16345318.92,0.43
3/9/2021,ARKF,JSC KASPI.KZ GDR-REG S,KSPI,BMXZ8G7,122293.0,8438217.0,0.22
3/9/2021,ARKF,SPLUNK INC,SPLK,848637104,22110.0,3004085.7,0.08
3/9/2021,ARKF,VERISK ANALYTICS INC,VRSK,92345Y106,17259.0,3010314.78,0.08
3/9/2021,ARKF,LIGHTSPEED POS INC-SUB VOTE,LSPD,BGHVW01,8824.0,524043.89,0.01
3/9/2021,ARKG,TELADOC HEALTH INC,TDOC,87918A105,3476975.0,671195254.0,7.26
3/9/2021,ARKG,PACIFIC BIOSCIENCES OF CALIF,PACB,69404D108,14598852.0,458111975.76,4.96
3/9/2021,ARKG,REGENERON PHARMACEUTICALS,REGN,75886F107,971612.0,457269755.56,4.95
3/9/2021,ARKG,EXACT SCIENCES CORP,EXAS,30063P105,3616618.0,448315967.28,4.85
3/9/2021,ARKG,TWIST BIOSCIENCE CORP,TWST,90184D100,3096657.0,387175024.71,4.19
3/9/2021,ARKG,NOVARTIS AG-SPONSORED ADR,NVS,66987V109,4470705.0,373482695.7,4.04
3/9/2021,ARKG,VERTEX PHARMACEUTICALS INC,VRTX,92532F100,1677947.0,359147775.88,3.89
3/9/2021,ARKG,ROCHE HOLDINGS LTD-SPONS ADR,RHHBY,771195104,8523335.0,350436918.53,3.79
3/9/2021,ARKG,TAKEDA PHARMACEUTIC-SP ADR,TAK UN,874060205,19197714.0,349782349.08,3.78
3/9/2021,ARKG,FATE THERAPEUTICS INC,FATE,31189P102,3707823.0,328216491.96,3.55
3/9/2021,ARKG,CAREDX INC,CDNA,14167L103,4382072.0,283344775.52,3.07
3/9/2021,ARKG,IOVANCE BIOTHERAPEUTICS INC,IOVA,462260100,7520464.0,259230394.08,2.8
3/9/2021,ARKG,CRISPR THERAPEUTICS AG,CRSP,H17182108,1993800.0,250481094.0,2.71
3/9/2021,ARKG,INCYTE CORP,INCY,45337C102,2936305.0,232291088.55,2.51
3/9/2021,ARKG,ACCOLADE INC,ACCD,00437E102,5007185.0,218263194.15,2.36
3/9/2021,ARKG,VEEVA SYSTEMS INC-CLASS A,VEEV,922475108,823913.0,206719771.7,2.24
3/9/2021,ARKG,INVITAE CORP,NVTA,46185L103,5340917.0,207441216.28,2.24
3/9/2021,ARKG,IONIS PHARMACEUTICALS INC,IONS,462222100,3696839.0,193048932.58,2.09
3/9/2021,ARKG,10X GENOMICS INC-CLASS A,TXG,88025U109,1142364.0,172051442.04,1.86
3/9/2021,ARKG,ARCTURUS THERAPEUTICS HOLDIN,ARCT UQ,03969T109,3400755.0,164562534.45,1.78
3/9/2021,ARKG,SCHRODINGER INC,SDGR,80810D103,2332501.0,162668619.74,1.76
3/9/2021,ARKG,PURE STORAGE INC - CLASS A,PSTG,74624M102,7527197.0,160780927.92,1.74
3/9/2021,ARKG,CASTLE BIOSCIENCES INC,CSTL,14843C105,2551722.0,158512970.64,1.71
3/9/2021,ARKG,SAREPTA THERAPEUTICS INC,SRPT,803607100,1827753.0,156729819.75,1.7
3/9/2021,ARKG,BEAM THERAPEUTICS INC,BEAM,07373V105,1759927.0,147869066.54,1.6
3/9/2021,ARKG,BERKELEY LIGHTS INC,BLI,084310101,2724453.0,145240589.43,1.57
3/9/2021,ARKG,PERSONALIS INC,PSNL,71535D106,5824440.0,143455957.2,1.55
3/9/2021,ARKG,BRISTOL-MYERS SQUIBB CO,BMY,110122108,2194243.0,132905298.51,1.44
3/9/2021,ARKG,CODEXIS INC,CDXS,192005106,5941670.0,117645066.0,1.27
3/9/2021,ARKG,CELLECTIS - ADR,CLLS,15117K103,5216333.0,112933609.45,1.22
3/9/2021,ARKG,ADAPTIVE BIOTECHNOLOGIES,ADPT,00650F109,2686434.0,110466166.08,1.19
3/9/2021,ARKG,INTELLIA THERAPEUTICS INC,NTLA,45826J105,1882857.0,107586448.98,1.16
3/9/2021,ARKG,THERMO FISHER SCIENTIFIC INC,TMO,883556102,235486.0,105523631.46,1.14
3/9/2021,ARKG,PHREESIA INC,PHR,71944F106,1682231.0,96576881.71,1.04
3/9/2021,ARKG,GUARDANT HEALTH INC,GH,40131M109,690870.0,94151763.6,1.02
3/9/2021,ARKG,VERACYTE INC,VCYT,92337F107,1762243.0,89328097.67,0.97
3/9/2021,ARKG,NANOSTRING TECHNOLOGIES INC,NSTG,63009R109,1303028.0,78611679.24,0.85
3/9/2021,ARKG,BUTTERFLY NETWORK INC,BFLY,124155102,4001513.0,70906810.36,0.77
3/9/2021,ARKG,EDITAS MEDICINE INC,EDIT,28106W103,1565880.0,70981340.4,0.77
3/9/2021,ARKG,CM LIFE SCIENCES INC-CLASS A,CMLF,18978W109,4157205.0,66931000.5,0.72
3/9/2021,ARKG,SERES THERAPEUTICS INC,MCRB,81750R102,3070303.0,62296447.87,0.67
3/9/2021,ARKG,ABBVIE INC,ABBV,00287Y109,543584.0,58049335.36,0.63
3/9/2021,ARKG,AQUABOUNTY TECHNOLOGIES,AQB,03842K200,7448539.0,51990802.22,0.56
3/9/2021,ARKG,1LIFE HEALTHCARE INC,ONEM,68269G107,1079108.0,44416085.28,0.48
3/9/2021,ARKG,CERUS CORP,CERS,157085101,7046657.0,44253005.96,0.48
3/9/2021,ARKG,SIGNIFY HEALTH INC -CLASS A,SGFY,82671G100,1535217.0,44214249.6,0.48
3/9/2021,ARKG,COMPUGEN LTD,CGEN,M25722105,4944056.0,42123357.12,0.46
3/9/2021,ARKG,908 DEVICES INC,MASS,65443P102,952745.0,40777486.0,0.44
3/9/2021,ARKG,REPARE THERAPEUTICS INC,RPTX,760273102,1313553.0,35413388.88,0.38
3/9/2021,ARKG,SURFACE ONCOLOGY INC,SURF,86877M209,3798921.0,31417076.67,0.34
3/9/2021,ARKG,SYROS PHARMACEUTICALS INC,SYRS,87184Q107,2730161.0,22469225.03,0.24
3/9/2021,ARKG,EVOGENE LTD,EVGN,M4119S104,3960681.0,21189643.35,0.23
3/9/2021,ARKG,SEER INC,SEER,81578P106,451811.0,20168843.04,0.22
3/9/2021,ARKG,PLURISTEM THERAPEUTICS INC,PSTI,72940R300,3237385.0,16704906.6,0.18
3/9/2021,ARKG,ORGANOVO HOLDINGS INC,ONVO ,68620A203,323356.0,3686258.4,0.04
3/9/2021,ARKG,ALPHABET INC-CL A,GOOGL,02079K305,810.0,1652691.6,0.02
3/9/2021,ARKK,TESLA INC,TSLA,88160R101,3641799.0,2453042970.42,10.87
3/9/2021,ARKK,SQUARE INC - A,SQ,852234103,6327270.0,1424205204.3,6.31
3/9/2021,ARKK,ROKU INC,ROKU,77543R102,3677736.0,1328067246.96,5.88
3/9/2021,ARKK,TELADOC HEALTH INC,TDOC,87918A105,6546735.0,1263781724.4,5.6
3/9/2021,ARKK,BAIDU INC - SPON ADR,BIDU,056752108,3014255.0,796607311.4,3.53
3/9/2021,ARKK,ZILLOW GROUP INC - C,Z,98954M200,5496234.0,759964275.18,3.37
3/9/2021,ARKK,SPOTIFY TECHNOLOGY SA,SPOT,L8681T102,2633867.0,720573333.86,3.19
3/9/2021,ARKK,CRISPR THERAPEUTICS AG,CRSP,H17182108,5666915.0,711934531.45,3.15
3/9/2021,ARKK,SHOPIFY INC - CLASS A,SHOP,82509L107,624879.0,706575680.46,3.13
3/9/2021,ARKK,ZOOM VIDEO COMMUNICATIONS-A,ZM,98980L101,1975614.0,675877305.54,2.99
3/9/2021,ARKK,INVITAE CORP,NVTA,46185L103,16295972.0,632935552.48,2.8
3/9/2021,ARKK,EXACT SCIENCES CORP,EXAS,30063P105,4684938.0,580744914.48,2.57
3/9/2021,ARKK,TWILIO INC - A,TWLO,90138F102,1407177.0,509904657.72,2.26
3/9/2021,ARKK,UNITY SOFTWARE INC,U,91332U101,4928736.0,483262564.8,2.14
3/9/2021,ARKK,DOCUSIGN INC,DOCU,256163106,2136045.0,455447514.9,2.02
3/9/2021,ARKK,PURE STORAGE INC - CLASS A,PSTG,74624M102,19902669.0,425121009.84,1.88
3/9/2021,ARKK,IOVANCE BIOTHERAPEUTICS INC,IOVA,462260100,11330130.0,390549581.1,1.73
3/9/2021,ARKK,PROTO LABS INC,PRLB,743713109,2902759.0,370421075.99,1.64
3/9/2021,ARKK,TWIST BIOSCIENCE CORP,TWST,90184D100,2945773.0,368309998.19,1.63
3/9/2021,ARKK,TENCENT HOLDINGS LTD-UNS ADR,TCEHY,88032Q109,4137713.0,355305415.31,1.57
3/9/2021,ARKK,INTELLIA THERAPEUTICS INC,NTLA,45826J105,6027497.0,344411178.58,1.53
3/9/2021,ARKK,KE HOLDINGS INC,BEKE,482497104,6098554.0,327797277.5,1.45
3/9/2021,ARKK,NINTENDO CO LTD-UNSPONS ADR,NTDOY,654445303,4655970.0,321727527.0,1.43
3/9/2021,ARKK,INTERCONTINENTAL EXCHANGE IN,ICE,45866F104,2633649.0,301315782.09,1.33
3/9/2021,ARKK,10X GENOMICS INC-CLASS A,TXG,88025U109,1981048.0,298365639.28,1.32
3/9/2021,ARKK,IRIDIUM COMMUNICATIONS INC,IRDM,46269C102,7405834.0,296529593.36,1.31
3/9/2021,ARKK,EDITAS MEDICINE INC,EDIT,28106W103,6213145.0,281641862.85,1.25
3/9/2021,ARKK,PAYPAL HOLDINGS INC,PYPL,70450Y103,1155891.0,279448208.16,1.24
3/9/2021,ARKK,2U INC,TWOU,90214J101,7519695.0,278755093.65,1.24
3/9/2021,ARKK,PAGERDUTY INC,PD,69553P100,7050415.0,263474008.55,1.17
3/9/2021,ARKK,SEA LTD-ADR,SE,81141R100,1156291.0,264177804.77,1.17
3/9/2021,ARKK,LENDINGTREE INC,TREE UW,52603B107,1093304.0,256981105.2,1.14
3/9/2021,ARKK,PACCAR INC,PCAR,693718108,2686815.0,255865392.45,1.13
3/9/2021,ARKK,PALANTIR TECHNOLOGIES INC-A,PLTR,69608A108,10467730.0,253947129.8,1.13
3/9/2021,ARKK,TWITTER INC,TWTR,90184L102,3597977.0,242935407.04,1.08
3/9/2021,ARKK,VERACYTE INC,VCYT,92337F107,4519554.0,229096192.26,1.02
3/9/2021,ARKK,NOVARTIS AG-SPONSORED ADR,NVS,66987V109,2697325.0,225334530.5,1.0
3/9/2021,ARKK,PACIFIC BIOSCIENCES OF CALIF,PACB,69404D108,6774621.0,212587606.98,0.94
3/9/2021,ARKK,SYNOPSYS INC,SNPS,871607107,918839.0,209862827.6,0.93
3/9/2021,ARKK,MATERIALISE NV-ADR,MTLS,57667T100,5384231.0,206646785.78,0.92
3/9/2021,ARKK,REGENERON PHARMACEUTICALS,REGN,75886F107,418239.0,196835820.57,0.87
3/9/2021,ARKK,BEAM THERAPEUTICS INC,BEAM,07373V105,2238004.0,188037096.08,0.83
3/9/2021,ARKK,FATE THERAPEUTICS INC,FATE,31189P102,2031488.0,179827317.76,0.8
3/9/2021,ARKK,HUYA INC-ADR,HUYA,44852D108,6422069.0,166845352.62,0.74
3/9/2021,ARKK,SERES THERAPEUTICS INC,MCRB,81750R102,7503474.0,152245487.46,0.67
3/9/2021,ARKK,STRATASYS LTD,SSYS,M85548101,6044413.0,147665009.59,0.65
3/9/2021,ARKK,TERADYNE INC,TER,880770102,1117464.0,126653369.76,0.56
3/9/2021,ARKK,NANOSTRING TECHNOLOGIES INC,NSTG,63009R109,1867414.0,112661086.62,0.5
3/9/2021,ARKK,CERUS CORP,CERS,157085101,17795552.0,111756066.56,0.5
3/9/2021,ARKK,DRAFTKINGS INC - CL A,DKNG,26142R104,1711959.0,106483849.8,0.47
3/9/2021,ARKK,BERKELEY LIGHTS INC,BLI,084310101,1873799.0,99892224.69,0.44
3/9/2021,ARKK,COMPUGEN LTD,CGEN,M25722105,9362617.0,79769496.84,0.35
3/9/2021,ARKK,SYROS PHARMACEUTICALS INC,SYRS,87184Q107,4720179.0,38847073.17,0.17
3/9/2021,ARKK,TAIWAN SEMICONDUCTOR-SP ADR,TSM,874039100,55156.0,6419055.28,0.03
3/9/2021,ARKK,ORGANOVO HOLDINGS INC,ONVO ,68620A203,124012.0,1413736.8,0.01
3/9/2021,ARKQ,TESLA INC,TSLA,88160R101,529492.0,356655221.36,10.9
3/9/2021,ARKQ,BAIDU INC - SPON ADR,BIDU,056752108,697838.0,184424626.64,5.64
3/9/2021,ARKQ,TRIMBLE INC,TRMB,896239100,2400113.0,168895951.81,5.16
3/9/2021,ARKQ,JD.COM INC-ADR,JD,47215P106,1825823.0,163465933.19,5.0
3/9/2021,ARKQ,DEERE & CO,DE,244199105,459178.0,161947488.82,4.95
3/9/2021,ARKQ,ALPHABET INC-CL C,GOOG,02079K107,63020.0,129361154.0,3.95
3/9/2021,ARKQ,TERADYNE INC,TER,880770102,1130516.0,128132683.44,3.92
3/9/2021,ARKQ,KRATOS DEFENSE & SECURITY,KTOS,50077B207,5100601.0,126188868.74,3.86
3/9/2021,ARKQ,NXP SEMICONDUCTORS NV,NXPI,N6596X109,628817.0,115589140.94,3.53
3/9/2021,ARKQ,KOMATSU LTD -SPONS ADR,KMTUY,500458401,3595585.0,110204680.25,3.37
3/9/2021,ARKQ,CATERPILLAR INC,CAT,149123101,439322.0,95245009.6,2.91
3/9/2021,ARKQ,LOCKHEED MARTIN CORP,LMT,539830109,268767.0,90708862.5,2.77
3/9/2021,ARKQ,TELEDYNE TECHNOLOGIES INC,TDY,879360105,210731.0,80897523.59,2.47
3/9/2021,ARKQ,NVIDIA CORP,NVDA,67066G104,157240.0,78747364.4,2.41
3/9/2021,ARKQ,IRIDIUM COMMUNICATIONS INC,IRDM,46269C102,1930276.0,77288251.04,2.36
3/9/2021,ARKQ,NIU TECHNOLOGIES-SPONS ADR,NIU,65481N100,1860243.0,71619355.5,2.19
3/9/2021,ARKQ,MATERIALISE NV-ADR,MTLS,57667T100,1817197.0,69744020.86,2.13
3/9/2021,ARKQ,TAIWAN SEMICONDUCTOR-SP ADR,TSM,874039100,566225.0,65897265.5,2.01
3/9/2021,ARKQ,NANO DIMENSION LTD - ADR,NNDM,63008G203,6858030.0,65014124.4,1.99
3/9/2021,ARKQ,BYD CO LTD-UNSPONSORED ADR,BYDDY,05606L100,1320208.0,64888355.22,1.98
3/9/2021,ARKQ,WORKHORSE GROUP INC,WKHS,98138J206,3885735.0,63531767.25,1.94
3/9/2021,ARKQ,MAGNA INTERNATIONAL INC,MGA,559222401,706213.0,62153806.13,1.9
3/9/2021,ARKQ,AEROVIRONMENT INC,AVAV,008073108,571523.0,60792901.51,1.86
3/9/2021,ARKQ,SYNOPSYS INC,SNPS,871607107,256429.0,58568383.6,1.79
3/9/2021,ARKQ,INTUITIVE SURGICAL INC,ISRG,46120E602,78837.0,55406643.6,1.69
3/9/2021,ARKQ,VIRGIN GALACTIC HOLDINGS INC,SPCE,92766K106,1684398.0,50868819.6,1.55
3/9/2021,ARKQ,RAVEN INDUSTRIES INC,RAVN,754212108,1164334.0,44046755.22,1.35
3/9/2021,ARKQ,TENCENT HOLDINGS LTD-UNS ADR,TCEHY,88032Q109,496230.0,42611270.1,1.3
3/9/2021,ARKQ,2U INC,TWOU,90214J101,1067297.0,39564699.79,1.21
3/9/2021,ARKQ,ELBIT SYSTEMS LTD,ESLT,M3760D101,270928.0,36361246.88,1.11
3/9/2021,ARKQ,PACCAR INC,PCAR,693718108,381534.0,36333482.82,1.11
3/9/2021,ARKQ,ALIBABA GROUP HOLDING-SP ADR,BABA,01609W102,142639.0,33968051.46,1.04
3/9/2021,ARKQ,STRATASYS LTD,SSYS,M85548101,1311556.0,32041313.08,0.98
3/9/2021,ARKQ,ANSYS INC,ANSS,03662Q105,103835.0,31981180.0,0.98
3/9/2021,ARKQ,EXPERIENCE INVESTMENT CORP-A,EXPC,30217C109,2581533.0,30436274.07,0.93
3/9/2021,ARKQ,PROTO LABS INC,PRLB,743713109,229887.0,29335880.07,0.9
3/9/2021,ARKQ,XILINX INC,XLNX,983919101,236283.0,28420119.24,0.87
3/9/2021,ARKQ,EXONE CO/THE,XONE,302104104,886171.0,27834631.11,0.85
3/9/2021,ARKQ,VUZIX CORP,VUZI,92921W300,1414438.0,22362264.78,0.68
3/9/2021,ARKQ,AUTODESK INC,ADSK,052769106,74033.0,19542491.01,0.6
3/9/2021,ARKQ,ONE - CLASS A,AONE,G7000X105,1447297.0,17049158.66,0.52
3/9/2021,ARKQ,UNITY SOFTWARE INC,U,91332U101,164285.0,16108144.25,0.49
3/9/2021,ARKQ,ATLAS CREST INVESTMENT COR-A,ACIC,049284102,1412965.0,15443707.45,0.47
3/9/2021,ARKQ,ORGANOVO HOLDINGS INC,ONVO ,68620A203,175137.0,1996561.8,0.06
3/9/2021,ARKQ,AMAZON.COM INC,AMZN,023135106,214.0,655449.9,0.02
3/9/2021,ARKQ,APPLE INC,AAPL,037833100,4368.0,528899.28,0.02
3/9/2021,ARKQ,ROCKWELL AUTOMATION INC,ROK,773903109,1228.0,318936.16,0.01
3/9/2021,ARKQ,FLIR SYSTEMS INC,FLIR,302445101,5433.0,294631.59,0.01
3/9/2021,ARKW,TESLA INC,TSLA,88160R101,1136396.0,765453617.68,10.82
3/9/2021,ARKW,GRAYSCALE BITCOIN TRUST BTC,GBTC,389637109,7978046.0,391881619.52,5.54
3/9/2021,ARKW,SQUARE INC - A,SQ,852234103,1676422.0,377345827.98,5.34
3/9/2021,ARKW,TELADOC HEALTH INC,TDOC,87918A105,1511011.0,291685563.44,4.12
3/9/2021,ARKW,ROKU INC,ROKU,77543R102,800137.0,288937472.07,4.09
3/9/2021,ARKW,SHOPIFY INC - CLASS A,SHOP,82509L107,221703.0,250688450.22,3.55
3/9/2021,ARKW,SPOTIFY TECHNOLOGY SA,SPOT,L8681T102,912328.0,249594694.24,3.53
3/9/2021,ARKW,TWITTER INC,TWTR,90184L102,3042405.0,205423185.6,2.91
3/9/2021,ARKW,ZOOM VIDEO COMMUNICATIONS-A,ZM,98980L101,480355.0,164334249.05,2.32
3/9/2021,ARKW,INTERCONTINENTAL EXCHANGE IN,ICE,45866F104,1395853.0,159699541.73,2.26
3/9/2021,ARKW,PAYPAL HOLDINGS INC,PYPL,70450Y103,651713.0,157558134.88,2.23
3/9/2021,ARKW,ZILLOW GROUP INC - C,Z,98954M200,1088737.0,150539664.99,2.13
3/9/2021,ARKW,TWILIO INC - A,TWLO,90138F102,400125.0,144989295.0,2.05
3/9/2021,ARKW,JD.COM INC-ADR,JD,47215P106,1584027.0,141817937.31,2.01
3/9/2021,ARKW,NETFLIX INC,NFLX,64110L106,274535.0,139035505.4,1.97
3/9/2021,ARKW,OPENDOOR TECHNOLOGIES INC,OPEN,683712103,6252095.0,135295335.8,1.91
3/9/2021,ARKW,TENCENT HOLDINGS LTD-UNS ADR,TCEHY,88032Q109,1523672.0,130837714.64,1.85
3/9/2021,ARKW,SEA LTD-ADR,SE,81141R100,562751.0,128571720.97,1.82
3/9/2021,ARKW,UNITY SOFTWARE INC,U,91332U101,1293498.0,126827478.9,1.79
3/9/2021,ARKW,PALANTIR TECHNOLOGIES INC-A,PLTR,69608A108,5200363.0,126160806.38,1.78
3/9/2021,ARKW,TRADE DESK INC/THE -CLASS A,TTD,88339J105,159254.0,114554587.28,1.62
3/9/2021,ARKW,AGORA INC-ADR,API,00851L103,1920728.0,114475388.8,1.62
3/9/2021,ARKW,DOCUSIGN INC,DOCU,256163106,520709.0,111025572.98,1.57
3/9/2021,ARKW,BAIDU INC - SPON ADR,BIDU,056752108,409875.0,108321765.0,1.53
3/9/2021,ARKW,PURE STORAGE INC - CLASS A,PSTG,74624M102,4858736.0,103782600.96,1.47
3/9/2021,ARKW,HUYA INC-ADR,HUYA,44852D108,4001666.0,103963282.68,1.47
3/9/2021,ARKW,FASTLY INC - CLASS A,FSLY,31188V100,1435096.0,99021624.0,1.4
3/9/2021,ARKW,KE HOLDINGS INC,BEKE,482497104,1784899.0,95938321.25,1.36
3/9/2021,ARKW,DRAFTKINGS INC - CL A,DKNG,26142R104,1366271.0,84982056.2,1.2
3/9/2021,ARKW,ADYEN NV-UNSPON ADR,ADYEY,00783V104,1792462.0,82973065.98,1.17
3/9/2021,ARKW,PELOTON INTERACTIVE INC-A,PTON,70614W100,685204.0,79497368.08,1.12
3/9/2021,ARKW,SILVERGATE CAPITAL CORP-CL A,SI,82837P408,636169.0,79502039.93,1.12
3/9/2021,ARKW,SKILLZ INC,SKLZ,83067L109,3133315.0,79460868.4,1.12
3/9/2021,ARKW,NINTENDO CO LTD-UNSPONS ADR,NTDOY,654445303,1126374.0,77832443.4,1.1
3/9/2021,ARKW,ADOBE INC,ADBE,00724F101,173234.0,76080908.12,1.08
3/9/2021,ARKW,PINTEREST INC- CLASS A,PINS,72352L106,1109734.0,74884850.32,1.06
3/9/2021,ARKW,VERACYTE INC,VCYT,92337F107,1466657.0,74344843.33,1.05
3/9/2021,ARKW,LENDINGTREE INC,TREE UW,52603B107,316341.0,74355952.05,1.05
3/9/2021,ARKW,HUBSPOT INC,HUBS,443573100,163393.0,73526850.0,1.04
3/9/2021,ARKW,SNAP INC - A,SNAP,83304A106,1298661.0,73114614.3,1.03
3/9/2021,ARKW,PAGERDUTY INC,PD,69553P100,1910244.0,71385818.28,1.01
3/9/2021,ARKW,FACEBOOK INC-CLASS A,FB,30303M102,254585.0,67653417.9,0.96
3/9/2021,ARKW,MERCADOLIBRE INC,MELI,58733R102,46547.0,67586709.47,0.96
3/9/2021,ARKW,ATLASSIAN CORP PLC-CLASS A,TEAM,G06242104,285531.0,66542999.55,0.94
3/9/2021,ARKW,SYNOPSYS INC,SNPS,871607107,291702.0,66624736.8,0.94
3/9/2021,ARKW,CROWDSTRIKE HOLDINGS INC - A,CRWD,22788C105,334481.0,66595167.1,0.94
